Exposure1,Outcome,Exposure2,Method,Estimate_Exposure1,StdErr_Exposure1,Pvalue_Exposure1,Estimate_Exposure2,StdErr_Exposure2,Pvalue_Exposure2,OR_Exposure1,Lower_OR_CI_95%_Exposure1,Upper_OR_CI_95%_Exposure1,OR_Exposure2,Lower_OR_CI_95%_Exposure2,Upper_OR_CI_95%_Exposure2,Heterogeneity_Pvalue,Intercept_Pvalue,Direction_Exposure1,Significance_Exposure1,Direction_Exposure2,Significance_Exposure2
GCST90129442,PLifespan,3195,MR-Egger,0.00530215666015128,0.00626876319709227,0.397661054711716,0.265929366899229,0.0431442826565247,7.10546154219437e-10,1.00531623796888,0.99303971655494,1.01774452871844,1.30464290445866,1.19885456634059,1.41976613005681,4.52912899719418e-07,0.000354966038813027,positive,NS,positive,S
GCST90132223,PLifespan,3195,IVW,-0.0140309198771329,0.00197683234935805,1.26870164317892e-12,0.292418786273434,0.0425809153203991,6.53975281237019e-12,0.986067054719321,0.982253839879804,0.989895072868148,1.33966393304543,1.23239593863875,1.45626855561136,5.82148812166143e-29,NA,negative,S,positive,S
GCST90132223,PLifespan,3195,MR-Egger,-0.0135997451627612,0.00281432476135008,1.34944524141097e-06,0.291233913908299,0.0429903747402127,1.24925227372597e-11,0.986492313573835,0.981065726966807,0.991948916357552,1.33807754229348,1.22994909139434,1.45571188410766,4.13252380047821e-29,0.829355175547874,negative,S,positive,S
PGC2019PTSD,PLifespan,3195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGC2019ALCUSE,PLifespan,3195,IVW,-0.402633223817509,0.232744682507395,0.083641849595291,0.308982954167378,0.0607607453942671,3.67162085045073e-07,0.668557265241824,0.423664758022463,1.05500589426871,1.36203915321411,1.20911887661238,1.53429963816779,4.53263538897338e-12,NA,negative,NS,positive,S
PGC2019ALCUSE,PLifespan,3195,MR-Egger,-0.841080593052343,0.278865268077032,0.00256063766460454,0.262611652259998,0.0607014445121412,1.51646287650563e-05,0.431244271996238,0.249659692487952,0.744900469420148,1.30032164391401,1.15446475504277,1.46460632102068,7.03864513715e-10,0.00922078895420901,negative,S,positive,S
PGC2019MDD,PLifespan,3195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGC2021ALZwoUKBB,PLifespan,3195,IVW,-0.0858300476773406,0.00493194351371931,7.84498223478119e-68,0.29908024476156,0.0469050186491026,1.81423089499122e-10,0.917750191743557,0.908921400205345,0.926664741588271,1.3486178386479,1.23016266450979,1.47847933219799,1.00614817278474e-12,NA,negative,S,positive,S
PGC2021ALZwoUKBB,PLifespan,3195,MR-Egger,-0.0956717657515059,0.00585367394583207,4.80898150236396e-60,0.305227658091578,0.0456504871991946,2.29061529193561e-11,0.908762254015581,0.898395426142757,0.919248707519855,1.35693388482378,1.24079549627761,1.48394281999474,6.81290305708796e-11,0.00337728623084613,negative,S,positive,S
PGC2022SCZ,PLifespan,3195,IVW,0.0151994631590258,0.00571173993882972,0.00778877652732288,0.372508419114603,0.0444925716046983,5.6469218919757e-17,1.01531556246912,1.0040124814134,1.02674589258171,1.45137069834796,1.33016497882401,1.58362078205168,2.66325315036983e-50,NA,positive,S,positive,S
PGC2022SCZ,PLifespan,3195,MR-Egger,0.0608345632199547,0.0121531003075275,5.56644043205829e-07,0.338608027733959,0.0441835152701231,1.80689127587151e-14,1.06272308615793,1.03770805360861,1.08834113209938,1.40299330295491,1.28660676471581,1.52990817561193,1.07725589324727e-44,2.37402524913705e-05,positive,S,positive,S
